آکل,اسم
آکسیجن,
آکٹوپس,
آکاش,
آکار,
آکا,
آک,
احتجاجاً,
احتداد,اسم
احتراز,اسم
احترازاً,
احترازی,اسم
احتراق,اسم
احتراقی,اسم
احترام,اسم
احتساب,اسم
آسیمہ,
آشفتگی,
آشری,
آشرم,
آشتی,
آشام,
آشا,
آشوب,اسم
آشنائی,اسم
آشنا,
آشکاری,اسم
آشکارا,اسم
آفتابی,اسم
آقا,اسم
آفرین[2],اسم
آصف,اسم
آقائیت,اسم
آقائی,اسم
آفرین[1],
آفیشل,اسم
آفس,
آفرینندہ,اسم
آفرینش,اسم
آفریدی,اسم
آفریدہ,اسم
آفریدگار,صفت
آفر,اسم
آفتابچی,اسم
آفتابہ,اسم
آفتی,اسم
آفتاب,اسم
آفت,اسم
آفاقیت,اسم
آفاقی,اسم
آف,فعل
آغوشی,اسم
آغوش,اسم
آغشتہ,اسم
آغاز,
آغا,
آصفیہ,
آشیانی,اسم
آشوبیت,فعل
آشوبی,فعل
آشفتہ,اسم
احمری,اسم
احمر,اسم
احمدیت,اسم
احمدی,اسم
احمد,اسم
اخبث,اسم
آگے,اسم
آگرہ,اسم
آل[1],اسم
آل[2],اسم
آل[3],
آگندہ,اسم
آلا[2],
آلا[3],
آلاتی,اسم
آلان,
آلائش,اسم
آلسی,
آلکس,
آلکسی,اسم
آلن,اسم
آلنگ,
آلو,
آلودگی,
احمق,اسم
احمقانہ,
آلودہ,اسم
آلہ,اسم
آم,اسم
آلی,اسم
آماج,
آمادگی,
آمادہ,اسم
آماسیدہ,اسم
آمد,
آمدنی,اسم
آمدہ,اسم
آمرانہ,اسم
آمر,اسم
آمرزگار,
آمریت,اسم
آملہ,
احساس,اسم
احزاب,اسم
احرام,اسم
احراق,اسم
احراز,اسم
احدیت,
احداث,
احد,اسم
احتیاطی,اسم
احتیاطاً,اسم
احتیاط,اسم
احتیاج,اسم
احتلال,اسم
احتکار,اسم
احتقار,اسم
احتشام,اسم
احتمالی,
احتمال,اسم
احسان,اسم
احسن,اسم
احسنت,اسم
احصا,اسم
احصار,اسم
احظاظ,اسم
اخلاقیات,اسم
اخلاق,اسم
اخلاقاً,
اخلاص,اسم
اخفا,اسم
اخضری,
اختتام,اسم
اختتامی,اسم
اخلاقیاتی,
اخلاقی,
اختیاری,اسم
احمقی,اسم
اخلاقیت,
اختتامیہ,اسم
آنسہ,اسم
آنچل,
آمن,اسم
آملیٹ,اسم
آموخت,اسم
آموختہ,اسم
آموزش,
آموزگار,اسم
آمیختگی,اسم
آمیختہ,اسم
آمیز,اسم
آمیزش,
آمیزہ,اسم
آنا,
آنت,
آنٹ,
آنٹی,اسم
آنٹھی,
آنجھو,
آنچ,
آندھ,
آندھی,اسم
آنڈ,
آنڈو,اسم
آنر,اسم
آنریبل,اسم
آنریری,اسم
آنسٹ,اسم
آنسو,
آنک,
آمنا,فعل
آشیاں,
آل,اسم
آپ,
آب,
آثار,
ابرو,اسم
ادائی,
اداہٹ,
اداسی,
اداس,
اداریہ,اسم
ادارہ,اسم
ادارت,
ادا[2],
ادا[1],اسم
اخیری,اسم
اخیر,اسم
اخوت,اسم
اخوانیت,
اخوانی,
اخوان,اسم
اخ,اسم
آیت,اسم
آیا[3],اسم
آیا[2],
آیا[1],
آئیوڈین,اسم
آئینی,اسم
آئین,
آئینہ,
آئی,اسم
آئندہ,اسم
آئرستانی,اسم
آئڈیل,اسم
آہی,اسم
آہو,
آہنی,اسم
آہنگ,
آہنکار,
آہن,اسم
آہستہ,اسم
آہستگی,اسم
آہٹ,اسم
آہ,اسم
آویزہ,اسم
آویزش,
آویزاں,اسم
آویختہ,اسم
آونگ,اسم
آوردہ,اسم
آورد,اسم
آور,
آوازہ,
آواز,
آوارہ,صفت
آوارگی,اسم
آوا,اسم
آنول,
آنندی,صفت
آنند,
آنگن,
آنکھ,
ادبیہ,اسم
ادرک,اسم
ادراک,اسم
ادخال,اسم
ادب,
ادبیت,
ادبیات,
ادبی,
ادعا,اسم
ادغام,اسم
ادعائی,
ادراکی,اسم
ادخالی,اسم
ادوائن,اسم
ادنی,اسم
ادھر,اسم
ادھار,اسم
ادھر,اسم
ادھڑنا,
ادھورا,
ادھیڑ,
ادھیڑنا,فعل
ادیب,اسم
ادیبانہ,
اڈیٹر,فعل
اڈیشن,اسم
اڈیٹوریل,
اذان,اسم
اذن,اسم
اذیت,اسم
ارادت,اسم
ارادہ,اسم
اراضی,اسم
ارادی,
ارتعاشی,
ارتعاش,اسم
ارتشا,اسم
ارتسام,اسم
ارتداد,اسم
ارب,اسم
ارتحال,اسم
ارتجال,اسم
اربعین,اسم
اربع,اسم
ارتجالاً,
ارتباط,اسم
ارتفاع,اسم
ارتفاعی,
ارتقا,اسم
ارتقائی,
ارتکاب,اسم
ارشد,اسم
ارشق,اسم
ارض,اسم
ارضی,
ارضیات,
ارغوانی,
ارفع,اسم
ارمان,اسم
ارنا,
اروی,
ارنڈ,
ارجمند,
ارجمندی,
ارجنٹ,اسم
اردلی,
اردو,اسم
ارذل,اسم
ارزاں,
ارزانی,
ارزش,
ارسال,اسم
ارشاد,اسم
ارتکاز,اسم
ارتکازی,
ارتھی,اسم
ارتیاب,اسم
ارتیابی,
باجا,اسم
باج[2],
باج[1],
باٹنی,
باٹکا,
باٹری,
باٹ[2],
باٹ[1],
باتھ,اسم
بات,
باپ,
بابی,اسم
بابو,
بابل,
بابل,اسم
بابری,
بابر,
بابت,اسم
باب,اسم
با,اسم
بادی[1],اسم
بادہ,
بادلا,
بادل,
بادشاہی,اسم
بادشاہت,اسم
بادشاہانہ,اسم
بادشاہ,اسم
بادامی,اسم
بادام,اسم
باد,
باختہ,اسم
باختری,اسم
باختر,
باچھ,
باجی,
باجرا,
باجپیئی,
اڑتالیس,
اڑانا,فعل
اڑتیس,
اسامی,
ازل,اسم
ازہاق,اسم
اژدہا,
اسپینی,
استانی,
استبداد,
اسپیکر,فعل
اسپیشلسٹ,
اسپیشل,
استاد,اسم
اسپیچ,
اسپرنگ,اسم
اسپتال,
بارانی,اسم
باراں,اسم
بار[1],اسم
بار[2],
بار[3],اسم
بچشم,اسم
بجز,اسم
بجبر و اکراہ,اسم
بجائے خود,اسم
بجاے,فعل
بجا,اسم
بتکلف,فعل
بتکرار,فعل
بتدریج,فعل
بپا,فعل
ببانگ دہل,اسم
بآواز,اسم
بآسانی,اسم
بایں,اسم
بایں ہمہ,اسم
بالفاظ دیگر,اسم
باقساط,اسم
باجلاس,حرف جار
باعتبار,حرف جار
باحسن وجوہ,اسم
باجماع,حرف جار
بحال,اسم
بحالی,اسم
بحضور,اسم
بحق,اسم
بحیثیت,اسم
بخدا,اسم
بخدمت,اسم
بخوبی,اسم
بخوشی,اسم
بخیر,اسم
بخیر و خوبی,اسم
استعانت,اسم
استعارہ,اسم
استطاعت,اسم
استصواب,اسم
استصلاح,اسم
استسقا,اسم
استری,
استرہ,اسم
استراحت,اسم
استدلال,اسم
استدراک,اسم
استدراج,اسم
استخراج,اسم
استحکام,اسم
استحضار,اسم
استحقار,اسم
استحفاظ,اسم
براہ راست,اسم
بذریعہ,اسم
بذات خود,اسم
بدولت,اسم
بدستور,اسم
بدرجۂ اتم,اسم
بدرجہا,اسم
بخیریت,اسم
بخیر و عافیت,اسم
بسہولت,اسم
بسر و چشم,اسم
بزیر,اسم
بزور,اسم
بزعم خود,اسم
بروے کار,اسم
بروے,اسم
برضا و رغبت,اسم
برب کعبہ,اسم
استحصال,اسم
استحسان,اسم
استثنائی,
استثنا,اسم
استتار,اسم
استبشار,اسم
استبرق,
استبدادیت,
استبدادی,
استحقاق,اسم
بقول,اسم
بقلم خود,اسم
بقدر,اسم
بفرض محال,اسم
بغیر,اسم
بغور,اسم
بعوض,اسم
بعنوان,اسم
بظاہر,اسم
بطور,اسم
بضد,اسم
بشرطیکہ,اسم
بشرط,اسم
استعمار,اسم
استعماری,
استعمال,اسم
استعمالی,اسم
استغاثہ,اسم
استغراق,اسم
استغفار,اسم
استغنا,
استعفا,اسم
استعداد,اسم
استعجاب,اسم
استفادہ,اسم
استفسار,اسم
استفہام,اسم
باوجود,اسم
باوجودیکہ,اسم
اسٹابری,
استہزا,اسم
استواری,اسم
استوار,اسم
استوا,اسم
استمراری,اسم
استمرار,اسم
استمداد,اسم
استلزام,اسم
اسٹاپ,
اسٹام,
اسٹار,
اسٹارٹ,
اسٹاف,
اسٹاک,
اسٹال,
اسٹائل,
اسٹڈی,
اسٹرانومی,
اسٹرائک,
باوصف,اسم
باوضع,اسم
باوضو,اسم
باوفا,اسم
باوقوف,اسم
باہم,فعل
باہمی,اسم
باہوش,اسم
باب اثر,اسم
باب اجابت,اسم
باب الجہاد,اسم
باب الذکر,اسم
باب الریان,اسم
اسٹیشنری,
اسٹریچر,
اسٹمپ,
اسٹوڈیو,
اسٹور,
اسٹول,
اسٹیٹ,
اسٹیج,
اسٹیڈیم,
اسٹیشن,
اسٹریٹ,
اسٹرلنگ,
اسکارف,
اسقاط,اسم
اسعد,اسم
اسطورہ,اسم
اسسٹنٹ,فعل
اسرائیل,اسم
اسرافیل,اسم
اسراف,
اسد,اسم
اسفل,اسم
باب الصدقہ,اسم
باب الصلوۃ,اسم
باب العلم,اسم
باب توبہ,اسم
باب جبرئیل,اسم
باب عالی,اسم
بابا آدم,اسم
بابا جان,اسم
بابا جی,اسم
بابائے قوم,اسم
بابو انگلش,اسم
بابو گری,اسم
باپ دادا,اسم
باپ دادا کی کمائی,اسم
باپ کا,اسم
باپ کا اجارا,اسم
باپ کا سایہ,اسم
باپ کا گھر,اسم
باپ کا مال,اسم
باپ کا نوکر,اسم
باپ مارے کا بیر,اسم
بات بات,اسم
بات بات پر,اسم
بات چیت,اسم
بات کا بتنگڑ,اسم
بات کا پکا,اسم
بات کا پورا,اسم
بات کا سچا,اسم
بات کا سر پیر,اسم
بات کو,اسم
اسم,اسم
اسلوب,اسم
اسلحہ,اسم
اسلامی,
اسلام,اسم
اسکیم,
اسکالر,
اسکاؤٹ,
اسکرٹ,
اسکرین,
اسکندر,
بقید حیات,اسم
بکثرت,اسم
بلب,اسم
بلحاظ,اسم
بمشکل,اسم
بالکل,اسم
بالکنایہ,اسم
بالمثل,اسم
بالمشافہ,اسم
بالمعنی,اسم
بالمقابل,اسم
بالواسطہ,اسم
بالیقین,اسم
بجنسہ,اسم
بحالہ,اسم
بذاتہ,اسم
براسہ,اسم
بعینہ,اسم
با اثر,اسم
با ادب,اسم
با اقتدار,اسم
با ایں ہمہ,اسم
با آبرو,اسم
با تمیز,اسم
با جماعت,اسم
استقلال,اسم
استقبالیہ,اسم
استقبال,اسم
استقلالی,
استقامت,اسم
باخبر,اسم
باخدا,اسم
بادل ناخواستہ,اسم
باذوق,اسم
با رسوخ,اسم
باشعور,اسم
با صفا,اسم
باصواب,اسم
باضابطہ,اسم
با طہارت,اسم
با عصمت,اسم
با کمال,اسم
باب السلام,اسم
اسماعیل,اسم
اسمبلی,اسم
اشارہ,
اسود,اسم
اشاعت,اسم
باتوں کا جمع خرچ,اسم
باتوں کا تار,اسم
باتوں باتوں میں,اسم
بات میں بات,اسم
بات میں,اسم
بات کی لاج,اسم
بات کی گرفت,اسم
بات کی تہ,اسم
بات کی تاب,اسم
بات کی بات میں,اسم
بات کی بات,اسم
بات کہنے میں,اسم
اسکور,
اسمگلر,فعل
اسکول,
اسوج,اسم
اسی,
اسی,
اسیر,اسم
افزائش,اسم
اسیری,
اشارت,اسم
اشاریہ,
باج گزار,اسم
باج دار,اسم
باج خواہ,اسم
باٹ کا روڑا,اسم
باتھ روم,اسم
باتھ ٹب,اسم
باتوں ہی باتوں میں,اسم
باتوں میں,اسم
باتوں کی جھڑی,اسم
باتوں کا دھنی,اسم
اشجع,اسم
اشتمال,اسم
اشتقاق,اسم
اشتعال,اسم
اشتراکیت,
اشتباہ,اسم
اشباع,اسم
اشتراک,اسم
اشتراکی,
اشتیاق,اسم
اشتہا,اسم
اشتہار,اسم
اشتہاری,
باد پیما,اسم
باد پا,اسم
باد بہاری,اسم
باد بانی,اسم
بادبان,اسم
باد آور,اسم
باد انگیز,اسم
باج ور,اسم
باج گیر,اسم
بادشاہ گر,اسم
بادشاہ سلامت,اسم
بادشاہ پرست,اسم
بادشاہ بھوگ,اسم
باد ہوائی,اسم
باد موافق,اسم
باد مخالف,اسم
بادگیر,اسم
بادکش,اسم
باد فروش,اسم
باد صبا,اسم
باد شمال,اسم
باد سموم,اسم
باد سحر,اسم
باد رفتار,اسم
باد خزاں,اسم
باد تند,اسم
باد پیمائی,
اصدار,اسم
اصدق,اسم
اشد,اسم
اشراق,اسم
اشراقی,اسم
اشرف,اسم
اشرفی,اسم
اشعری,اسم
اشفاق,اسم
اشک,اسم
اشکال,اسم
اشنان,
اشہر,اسم
بادشاہ گردی,اسم
بادہ نوشی,اسم
بادہ نوش,اسم
بادۂ ناب,اسم
بادہ کش,اسم
بادہ فروشی,اسم
بادہ فروش,اسم
بادۂ ریحانی,اسم
بادہ خواری,اسم
بادہ خوار,اسم
بادہ پیمائی,اسم
بادہ پیما,اسم
بادہ پرستی,اسم
بادہ پرست,اسم
بادۂ پرتگال,اسم
بادۂ انگوری,اسم
بادۂ احمری,اسم
بادلاپوش,اسم
بادل خانہ,اسم
بادشاہ وقت,اسم
اصغر,اسم
اضافت,اسم
اصلاح,اسم
اصیل,اسم
اصولی,
اصول,
اصلی,
اضحی,اسم
اضراب,اسم
اضرار,اسم
اصلاحی,اسم
اصرار,اسم
اصراف,اسم
اصطلاح,اسم
اصطلاحی,
اصفر,اسم
اصل,اسم
بار بردار,اسم
بار بار,اسم
بار آوری,اسم
بار آور,اسم
باڈی گارڈ,اسم
باڈی بلڈر,اسم
بادیہ نشینی,اسم
بادیہ نشیں,اسم
بادیہ پیمائی,اسم
بادیہ پیما,اسم
بادی النظری,اسم
بادی الرائے میں,اسم
بادی سر,اسم
بادی بواسیر,اسم
بادیہ نورد,اسم
بادی النظر میں,اسم
بادیہ گری,اسم
بادیہ گرد,اسم
بار سر,اسم
بار دوش,اسم
بار دگر,اسم
باردانہ,اسم
باردان,اسم
بار دار,اسم
بار خاطر,اسم
بار ثبوت,اسم
بار پیما,اسم
بار برداری,اسم
باران کوٹ,اسم
باران رحمت,اسم
باراں دیدہ,اسم
باراں پیما,اسم
باراں پوش,اسم
بار کونسل,اسم
بار روم,اسم
بار ایسوسی ایشن,اسم
بار ایٹ لا,اسم
باریاب,اسم
بارہا,اسم
بارور,اسم
بارگہ,اسم
بارگاہ,اسم
بارکش,اسم
بار عام,اسم
بارک,اسم
بارش,اسم
بارز,اسم
بارد,اسم
باربک,اسم
باربر,اسم
باربد,اسم
باراہ,اسم
اطاق,اسم
اطاعت,اسم
اضمار,
اضعف,اسم
اضطرابی,
اضطراری,اسم
اضطراب,اسم
اضافی,
بارہ امام,اسم
بارہ باٹ,اسم
بارہ برج,اسم
بارہ پتھر,اسم
بارہ پتھر باہر,اسم
بارہ خانوادے,اسم
بارہ سنگھا,اسم
بارہ دری,اسم
اعزازیہ,اسم
اعراض,اسم
اعزاز,اسم
اعزازی,اسم
اعراب,اسم
اعتنا,اسم
اعجاز,اسم
اعدل,اسم
اعتمادی,اسم
اعتماد,اسم
اعتکاف,اسم
اعتقاد,اسم
باری[3],اسم
باری[2],
باری[1],
باری باری,اسم
بارہ مہینے,اسم
بارہ مسالے,اسم
بارہ ماسی,اسم
بارہ ماسا,اسم
بارہ ماس,اسم
باری دار,اسم
باری وار,اسم
باری کا بخار,اسم
باری سے,اسم
باری باری سے,اسم
باریکی,اسم
باریک,اسم
بارے,فعل
باریک میان,اسم
باریک فہم,اسم
باریک جان,اسم
باریک بینی,اسم
باریک بیں,اسم
باریک بات,اسم
باری تعالی,اسم
باری[4],اسم
باڑھ,اسم
باڑی,
باڑا,
باڑ[2],
باڑ[1],اسم
اعشاریہ,
اعطا,اسم
اعظم,اسم
ابجدی رسم الخط,
ابجدی حروف,
ابجد کی پٹی,اسم
ابجد خوانی,
ابجد خواں,فعل
ابجد آموز,فعل
ابجد آموزی,
ابتدائی عدالت,
ابجد کا تالا,اسم
ابجد شناس,فعل
ابدالآباد,
ابدالدہر,
ابد قرار,اسم
ابدی الظہور,اسم
ابرتر,اسم
ابر بہمنی,
ابربہمن,اسم
ابر بہاری,
ابتدائی طبی امداد,
ابتدائی رسوم,
ابتدائے کلی,
ابتداے جزئی,
ابتداء المرض,
ابابیل کوچی,اسم
ابابیل جنگلی,
باز[2],اسم
باز[1],اسم
باڑھیا,اسم
باڑھ دار,اسم
بازخانہ,اسم
بازدار,اسم
باز ہوائی,اسم
باز آفرینی,اسم
باز آمد,اسم
باز خواست,اسم
باز جست,اسم
باز پیدائش,اسم
باز پرس,اسم
باز یافت,اسم
بازیابی,اسم
بازیاب,اسم
بازگو,اسم
بازگشتی,اسم
بازگشت,اسم
باز گرد,اسم
بازکش,اسم
بازدید,اسم
بازدہی,اسم
باز دعوی,اسم
باز دائر,اسم
باز خواہ,اسم
ابر بہاراں,
ابربہار,اسم
ابر باراں,اسم
ابرآذاری,
ابر آذار,اسم
ابر تیرہ,اسم
ابر تیغ,اسم
ابر جوشاں,اسم
ابر دریا بار,اسم
ابر تنک,اسم
ابر ربیع,
ابر رحمت,
ابر رواں,اسم
ابرسیاہ,اسم
ابر عالمگیر,فعل
ابر غلیظ,اسم
ابرقبلہ,
ابر کرم,
ابر کہسار,اسم
ابرگندہ بہار,اسم
ابر گوہر بار,اسم
ابر مردہ,اسم
بازار,اسم
باز[3],اسم
بازار کا نرخ,اسم
بازار کی بات,اسم
بازار کی گالی,اسم
بازاری,اسم
بازارو,اسم
بازارن,اسم
بازار والی,اسم
بازار نشیں,اسم
بازار مصر,اسم
بازار کی مٹھائی,اسم
بازاری گپ,اسم
بازاری کوٹھا,اسم
بازاری عورت,اسم
بازاری خبر,اسم
ابرمسی,اسم
ابن الغرض,
ابن السبیل,
ابن ابیہ,
ابلیس کا پیشاب,اسم
ابلیس پرست,فعل
ابلق روزگار,
ابلق چشم,
ابلق ایام,اسم
ابروے کشیدہ,اسم
ابروے پیوستہ,اسم
ابراہیم ادہم,اسم
ابرنیساں,
ابر نو بہار,
ابر مطیر,اسم
ابوالبشر,
ابوالانبیا,
ابن ملجم,اسم
ابن مریم,اسم
ابن مادر,اسم
ابن سینا,اسم
ابن سعد,اسم
ابن سبیل,
ابن زیاد,اسم
ابن دنیا,اسم
ابن بجدہ,اسم
ابن آدم,اسم
ابن الوقت,
ابن اللہی,اسم
ابن اللہ,
ابوالقاسم,اسم
ابوبکر,
ابوتراب,
ابوجہل,اسم
ابو طالب,اسم
ابولہب,
ابھی ابھی,
اپنا اپنا,
اپاہج پن,
ابھی کے ابھی,
ابھی کہاں,فعل
ابھی سے,حرف جار
ابھی تک,حرف جار
بازی,اسم
بازو,اسم
بازو بازو,اسم
بازو بند,اسم
بازو کی مچھلی,اسم
بازی گری,اسم
بازی گر,اسم
بازی گاہ,اسم
بازی قائم,اسم
بازی طفلاں,اسم
بازیچۂ اطفال,اسم
باسکٹ بال,اسم
باسی پن,اسم
باسی خبر,اسم
بازیچہ,اسم
باس[1],
باس[2],
باسا,
باسط,اسم
باسکٹ,اسم
باسک,اسم
باسمتی,اسم
باسن,اسم
باسی[1],اسم
باطل,اسم
باطحہ,اسم
باصرہ,اسم
باصر,اسم
باشہ,اسم
باشندہ,اسم
باشد,فعل
باش,
باسی,اسم
باسی منھ,اسم
باطل خوری,اسم
اپنے دم سے,اسم
اپنا بوجھ,
اپنا بیگانہ,اسم
اپنا پن,
اپنا خون,
اپنا سا,
باطن بیں,اسم
باطن,اسم
باغیچہ,اسم
باغیانہ,اسم
باغی[2],اسم
باغی[1],اسم
باغستان,اسم
باغ و بہار,اسم
باغ فدک,اسم
باغ عدن,اسم
باقرخانی,اسم
باقیات,اسم
باقی ماندہ,اسم
باقی دار,اسم
باقی,اسم
باقلا,اسم
باقر,اسم
باق,اسم
بافندہ,اسم
بافتہ,اسم
بافت,اسم
باف,اسم
باغ ضروان,اسم
باغ رضوان,اسم
باغ خلد,اسم
باغ بہشت,اسم
باغبانی,اسم
باغبان,اسم
باغ باغ,اسم
باغ ارم,اسم
باغ ابراہیم,اسم
باغ,اسم
باعث,اسم
باطنیہ,اسم
اثبات المواصلات,
اثبات الخصوص,
اثبات الحقیقہ,
اٹھتی جوانی,اسم
اٹھائی گیرا,فعل
اجالا پاکھ,اسم
اجازت نامہ,
اجاڑ صورت,صفت
اجارہ دار,فعل
اجابت امتنان,اسم
اجابت امتثال,
اثرگیر,فعل
اثر دار,فعل
اٹھتا جوبن,
اٹھتا بیٹھتا,
اٹکل باز,فعل
اٹرنی جنرل,صفت
اٹ اٹا کر,فعل
اٹھاؤ چولھا,
اٹھان کا,
اٹھارہ گوٹی,
اٹھارہ پنی,
اٹھتے بیٹھتے,
اثر پذیر,فعل
اثربند,فعل
اثر آثار,
اثر انگیز,فعل
اثرانداز,فعل
اٹکل پچو,
اٹکھیل پن,
ات کا,
اپنے کو,حرف جار
اپنے طور پر,حرف جار
اتنے میں,حرف جار
اتنے کے لیے,
اتنے واسطے,
اتہام الطاعۃ,
اتہام التوبہ,
اٹھارہ بابو,
اٹھاپٹک,
اٹھ بیٹھ,
اٹوٹ انگ,صفت
اٹکھیلیوں کی چال,
اتار چڑھاؤ,اسم
ات کومل,
اتر کر,اسم
اتصال الشہود,
اتصال التحامی,
اتصال الانفصال,
اتصال الاعتصام,
اتری کمان,اسم
اترتا چاند,
اترتا پانی,
اترتا ہوا,فعل
اترن پترن,
اتنا کچھ,
اتنے ایک,
اتنے سارے,
اتنا اتنا کچھ,
اتصال الوجود,
اتفاق سے,حرف جار
اتفاق کی بات,اسم
اتفاقی جڑ,
اتفاقی شگوفہ,
اتفاقیہ رخصت,
اتمام حجت,
اتنا اتنا,
اتنا اتنا,
اتنا بھر,فعل
اتنا سا,
باگ ڈور,اسم
باگ[1],اسم
باکسنگ,اسم
باکسر,اسم
باکس آفس,اسم
باکس,اسم
باکرہ,اسم
باک,اسم
باقیات الصالحات,اسم
اجلاس واحد,اسم
اچھائی بھلائی,
اچھوت پن,
اچھوتا پن,
اچھے اچھوں,
اچھے جی سے,حرف جار
اچھا برا,
اچھا اچھا,
اچل سر,
اچل ٹھاٹھ,اسم
اچھا بھلا,
اچھا پن,
اچھا خاصا,
